"Time","prequal","wrr"
2026-06-08 15:31:33,422 req/s,0 req/s
2026-06-08 15:31:36,0 req/s,276 req/s
2026-06-08 15:31:39,0 req/s,866 req/s
2026-06-08 15:31:42,0 req/s,1.55K req/s
2026-06-08 15:31:45,0 req/s,1.98K req/s
2026-06-08 15:31:48,0 req/s,2.01K req/s
2026-06-08 15:31:51,0 req/s,2.02K req/s
2026-06-08 15:31:54,0 req/s,1.88K req/s
2026-06-08 15:31:57,0 req/s,1.99K req/s
2026-06-08 15:32:00,0 req/s,2.03K req/s
2026-06-08 15:32:03,0 req/s,2.15K req/s
2026-06-08 15:32:06,0 req/s,1.85K req/s
2026-06-08 15:32:09,0 req/s,1.13K req/s
2026-06-08 15:32:12,0 req/s,432 req/s
2026-06-08 15:32:15,0 req/s,0 req/s
2026-06-08 15:32:18,603 req/s,0 req/s
2026-06-08 15:32:21,1.49K req/s,0 req/s
2026-06-08 15:32:24,2.37K req/s,0 req/s
2026-06-08 15:32:27,2.65K req/s,0 req/s
2026-06-08 15:32:30,2.65K req/s,0 req/s
2026-06-08 15:32:33,2.65K req/s,0 req/s
2026-06-08 15:32:36,2.65K req/s,0 req/s
2026-06-08 15:32:39,2.65K req/s,0 req/s
2026-06-08 15:32:42,2.65K req/s,0 req/s
2026-06-08 15:32:45,2.65K req/s,0 req/s
2026-06-08 15:32:48,2.05K req/s,0 req/s
2026-06-08 15:32:51,1.16K req/s,0 req/s
2026-06-08 15:32:54,279 req/s,0 req/s
2026-06-08 15:32:57,0 req/s,453 req/s
2026-06-08 15:33:00,0 req/s,1.19K req/s
2026-06-08 15:33:03,0 req/s,1.94K req/s
2026-06-08 15:33:06,0 req/s,2.09K req/s
2026-06-08 15:33:09,0 req/s,2.01K req/s
2026-06-08 15:33:12,0 req/s,1.83K req/s
2026-06-08 15:33:15,0 req/s,1.79K req/s
2026-06-08 15:33:18,0 req/s,1.84K req/s
2026-06-08 15:33:21,0 req/s,1.93K req/s
2026-06-08 15:33:24,0 req/s,2.08K req/s
2026-06-08 15:33:27,0 req/s,1.61K req/s
2026-06-08 15:33:30,0 req/s,952 req/s
2026-06-08 15:33:33,0 req/s,242 req/s
2026-06-08 15:33:36,0 req/s,0 req/s
2026-06-08 15:33:39,891 req/s,0 req/s
2026-06-08 15:33:42,1.87K req/s,0 req/s
2026-06-08 15:33:45,2.86K req/s,0 req/s
2026-06-08 15:33:48,2.95K req/s,0 req/s
2026-06-08 15:33:51,2.95K req/s,0 req/s
2026-06-08 15:33:54,2.95K req/s,0 req/s
2026-06-08 15:33:57,2.95K req/s,0 req/s
2026-06-08 15:34:00,2.95K req/s,0 req/s
2026-06-08 15:34:03,2.95K req/s,0 req/s
2026-06-08 15:34:06,2.95K req/s,0 req/s
2026-06-08 15:34:09,2.06K req/s,0 req/s
2026-06-08 15:34:12,1.07K req/s,0 req/s
2026-06-08 15:34:15,90.9 req/s,0 req/s
2026-06-08 15:34:18,0 req/s,604 req/s
2026-06-08 15:34:21,0 req/s,1.32K req/s
2026-06-08 15:34:24,0 req/s,1.96K req/s
2026-06-08 15:34:27,0 req/s,1.99K req/s
2026-06-08 15:34:30,0 req/s,1.93K req/s
2026-06-08 15:34:33,0 req/s,1.88K req/s
2026-06-08 15:34:36,0 req/s,1.94K req/s
2026-06-08 15:34:39,0 req/s,1.82K req/s
2026-06-08 15:34:42,0 req/s,1.81K req/s
2026-06-08 15:34:45,0 req/s,1.72K req/s
2026-06-08 15:34:48,0 req/s,1.33K req/s
2026-06-08 15:34:51,0 req/s,748 req/s
2026-06-08 15:34:54,0 req/s,155 req/s
2026-06-08 15:34:57,103 req/s,0 req/s
2026-06-08 15:35:00,1.20K req/s,0 req/s
2026-06-08 15:35:03,2.30K req/s,0 req/s
2026-06-08 15:35:06,3.30K req/s,0 req/s
2026-06-08 15:35:09,3.30K req/s,0 req/s
2026-06-08 15:35:12,3.30K req/s,0 req/s
2026-06-08 15:35:15,3.30K req/s,0 req/s
2026-06-08 15:35:18,3.30K req/s,0 req/s
2026-06-08 15:35:21,3.30K req/s,0 req/s
2026-06-08 15:35:24,3.30K req/s,0 req/s
2026-06-08 15:35:27,3.19K req/s,0 req/s
2026-06-08 15:35:30,2.09K req/s,0 req/s
2026-06-08 15:35:33,989 req/s,0 req/s
2026-06-08 15:35:36,0 req/s,0 req/s
2026-06-08 15:35:39,0 req/s,787 req/s
2026-06-08 15:35:42,0 req/s,1.50K req/s
2026-06-08 15:35:45,0 req/s,2.05K req/s
2026-06-08 15:35:48,0 req/s,1.87K req/s
2026-06-08 15:35:51,0 req/s,1.72K req/s
2026-06-08 15:35:54,0 req/s,1.84K req/s
2026-06-08 15:35:57,0 req/s,1.80K req/s
2026-06-08 15:36:00,0 req/s,1.83K req/s
2026-06-08 15:36:03,0 req/s,1.72K req/s
2026-06-08 15:36:06,0 req/s,1.88K req/s
2026-06-08 15:36:09,0 req/s,1.30K req/s
2026-06-08 15:36:12,0 req/s,735 req/s
2026-06-08 15:36:15,0 req/s,19.7 req/s
2026-06-08 15:36:18,352 req/s,0 req/s
2026-06-08 15:36:21,1.57K req/s,0 req/s
2026-06-08 15:36:24,2.79K req/s,0 req/s
2026-06-08 15:36:27,3.65K req/s,0 req/s
2026-06-08 15:36:30,3.65K req/s,0 req/s
2026-06-08 15:36:33,3.65K req/s,0 req/s
2026-06-08 15:36:36,3.65K req/s,0 req/s
2026-06-08 15:36:39,3.65K req/s,0 req/s
2026-06-08 15:36:42,3.65K req/s,0 req/s
2026-06-08 15:36:45,3.65K req/s,0 req/s
2026-06-08 15:36:48,3.29K req/s,0 req/s
2026-06-08 15:36:51,2.07K req/s,0 req/s
2026-06-08 15:36:54,855 req/s,0 req/s
2026-06-08 15:36:57,0 req/s,0 req/s
2026-06-08 15:37:00,0 req/s,0 req/s
2026-06-08 15:37:03,0 req/s,0 req/s
2026-06-08 15:37:06,0 req/s,0 req/s
